,User,Text,Date,Favorites,Retweets,Mentions,Hashtags,Geolocation
11,blizzygangeli,If you got a waterfall pussy of course I wanna flood it some more ,2020-08-31 23:25:53+00:00,0,0,,,
12,Dreepylefthand,I will flood your timeline daily with pics of me and my pooches sorry not sorry ,2020-08-31 23:24:18+00:00,1,45,,,
13,BrittanyABC11,"A flash flood warning is in effect for Alamance, Durham, Orange, and Wake county until 9:45pm. ",2020-08-31 23:21:56+00:00,3,5,,,
14,iembot_lwx,"At 6:00 PM EDT, 1 ESE Mcmullen [Greene Co, VA] 911 CALL CENTER reports FLOOD. VA-638 TEEL MOUNTAIN ROAD CLOSED DUE TO FLOODING. https://mesonet.agron.iastate.edu/lsr/#LWX/202008312200/202008312200",2020-08-31 23:21:22+00:00,0,0,,,
15,iembot_lwx,"At 6:49 PM EDT, 2 NW Roseland [Nelson Co, VA] DEPT OF HIGHWAYS reports FLOOD. VA-674 COW HOLLOW ROAD CLOSED DUE TO FLOODING BETWEEN VA-780 TOMS LANE AND VA-56 CRABTREE FALLS HIGHWAY. https://mesonet.agron.iastate.edu/lsr/#LWX/202008312249/202008312249",2020-08-31 23:00:22+00:00,0,0,,,
16,iembot_rah,"At 6:20 PM EDT, 1 NNE Burlington [Alamance Co, NC] 911 CALL CENTER reports FLOOD. FLOODING AT S CHURCH ST AND 5TH ST. WATER HAS SINCE RECEDED. https://mesonet.agron.iastate.edu/lsr/#RAH/202008312220/202008312220",2020-08-31 22:56:50+00:00,0,0,,,
17,NWSRaleigh,"Flash Flood Warning including Fuquay-Varina NC, Dunn NC, Erwin NC until 10:00 PM EDT ",2020-08-31 22:56:35+00:00,2,2,,,
18,iembot_lwx,"At 6:15 PM EDT, Stony Point [Albemarle Co, VA] DEPT OF HIGHWAYS reports FLOOD. VA-600 STONY POINT PASS CLOSED DUE TO FLOODING NEAR VA-20 STONY POINT ROAD. https://mesonet.agron.iastate.edu/lsr/#LWX/202008312215/202008312215",2020-08-31 22:54:06+00:00,0,0,,,
19,PaganChild,And now flash floods Ugh,2020-08-31 22:53:04+00:00,0,2,,,
20,TropicalFunnies,Flash Flood Warning Issued right after I’m not in any of them it literally cuts through my neighborhood #ncwx #vawx,2020-08-31 22:52:11+00:00,0,0,,#ncwx #vawx,
21,TropicalFunnies,Cell 2 Update: Areal Flood Advisory finally issued. Still standing water got caught in the rain on my bike. No wind or tornado activity yet in my area #ncwx #vawx,2020-08-31 22:49:16+00:00,0,2,,#ncwx #vawx,
22,NWSRaleigh,"Flash Flood Warning including Raleigh NC, Durham NC, Cary NC until 9:45 PM EDT ",2020-08-31 22:48:32+00:00,9,6,,,
23,iembot_rah,"At 4:45 PM EDT, 3 SSE Raleigh [Wake Co, NC] BROADCAST MEDIA reports FLASH FLOOD. FLOODING ON N WILMINGTON ST AT POLK STREET IN DOWNTOWN RALEIGH. WATER WENT INTO FIRST FLOOR OF LOBBY FROM FLOODED ROADWAYS. https://mesonet.agron.iastate.edu/lsr/#RAH/202008312045/202008312045",2020-08-31 22:38:42+00:00,0,0,,,
24,BransonWX,"At 4:45 PM EDT, 3 SSE Raleigh [Wake Co, NC] BROADCAST MEDIA reports FLASH FLOOD. FLOODING ON N WILMINGTON ST AT POLK STREET IN DOWNTOWN RALEIGH. WATER WENT INTO FIRST FLOOR OF LOBBY FROM FLOODED ROADWAYS. https://mesonet.agron.iastate.edu/lsr/#RAH/202008312045/202008312045",2020-08-31 22:38:42+00:00,0,0,,,
25,hockeymomsicle,@AshleyHomeStore FLOOD SOCIAL MEDIA WITH YOUR BAD REVIEWS SINCE THEY REFUSE TO FIX THEIR CUSTOMERS PROBLEMS.,2020-08-31 22:31:46+00:00,0,0,@AshleyHomeStore,,
26,HarrisonGrubbTV,"The Village of Whitesboro is holding a meeting with neighbors impacted by the Halloween flood. Officials are collecting information from these individuals to compile a letter of intent to the state to potentially qualify for a FEMA grant, which could bring buyouts. @SPECNewsCNY",2020-08-31 22:30:07+00:00,0,0,@SPECNewsCNY,,
27,iembot_lwx,"At 5:59 PM EDT, 4 NE Keene [Albemarle Co, VA] DEPT OF HIGHWAYS reports FLOOD. VA-708 SECRETARYS ROAD WAS CLOSED IN MULTIPLE SPOTS DUE TO FLOODING BETWEEN VA-795 BLENHEIM ROAD AND VA-627 CARTERS MOUNTAIN ROAD. https://mesonet.agron.iastate.edu/lsr/#LWX/202008312159/202008312159",2020-08-31 22:12:21+00:00,0,0,,,
28,NallsXD,Y'all should come to Southport & take pics of the full moon flood we get ,2020-08-31 22:05:42+00:00,0,0,,,
29,iembot_lwx,"At 5:59 PM EDT, 1 S Overton [Albemarle Co, VA] DEPT OF HIGHWAYS reports FLOOD. VA-795 PRESIDENTS ROAD CLOSED DUE TO FLOODING BETWEEN VA-620 ROLLING ROAD AND VA-708 SECRETARYS ROAD. https://mesonet.agron.iastate.edu/lsr/#LWX/202008312159/202008312159",2020-08-31 22:05:37+00:00,0,0,,,
30,iembot_lwx,"At 5:57 PM EDT, 1 ESE Verdiersville [Orange Co, VA] DEPT OF HIGHWAYS reports FLOOD. VA-621 MINE ROAD IMPASSABLE DUE TO FLOODING NEAR VA-660 OLD LAWYERS ROAD. https://mesonet.agron.iastate.edu/lsr/#LWX/202008312157/202008312157",2020-08-31 22:03:40+00:00,0,0,,,
31,gwamma47,"Send pictures to all your politicians, flood their offices with pictures, dates pets were lost or taken ",2020-08-31 21:58:50+00:00,8,5,,,
32,veganmammaa,"I totally stopped believing like I stopped believing in Santa... Just never made literal sense to me? The whole story, but they really lost me at every human from two original humans? Do you know home much incest that requires to build a population? Then the flood? Two of each???",2020-08-31 21:51:03+00:00,0,2,,,
33,iembot_lwx,"At 5:35 PM EDT, 1 SSE Mcmullen [Greene Co, VA] DEPT OF HIGHWAYS reports FLOOD. VA-637 OCTONIA ROAD CLOSED DUE TO FLOODING BETWEEN VA-230 MADISON ROAD AND POCOSAN MOUNTAIN ROAD/ROSSER ROAD. VA-621 SOUTH RIVER ROAD IMPASSABLE DUE TO FLOODING NEAR VA-637... https://mesonet.agron.iastate.edu/lsr/#LWX/202008312135/202008312135",2020-08-31 21:49:46+00:00,0,0,,,
34,iembot_lwx,"At 5:12 PM EDT, 7 ENE Norwood [Nelson Co, VA] DEPT OF HIGHWAYS reports FLOOD. VA-626 CABELL ROAD CLOSED DUE TO FLOODING NEAR VA-604 WARMINSTER DRIVE. https://mesonet.agron.iastate.edu/lsr/#LWX/202008312112/202008312112",2020-08-31 21:46:06+00:00,0,0,,,
35,iembot_lwx,"At 3:52 PM EDT, 1 NNE Stanardsville [Greene Co, VA] 911 CALL CENTER reports FLOOD. THE 3700 BLOCK OF VA-621 SOUTH RIVER ROAD WAS IMPASSABLE DUE TO FLOODING. https://mesonet.agron.iastate.edu/lsr/#LWX/202008311952/202008311952",2020-08-31 21:39:26+00:00,0,0,,,
36,iembot_lwx,"At 3:56 PM EDT, Stanardsville [Greene Co, VA] 911 CALL CENTER reports FLOOD. THE 500 BLOCK OF VA-1001 FORD AVENUE WAS IMPASSABLE DUE TO FLOODING. https://mesonet.agron.iastate.edu/lsr/#LWX/202008311956/202008311956",2020-08-31 21:38:40+00:00,0,0,,,
37,iembot_lwx,"At 3:07 PM EDT, Lydia [Greene Co, VA] 911 CALL CENTER reports FLOOD. VA-634 MUTTON HOLLOW ROAD IMPASSABLE DUE TO FLOODING SOUTH OF US-33 SPOTSWOOD TRAIL. https://mesonet.agron.iastate.edu/lsr/#LWX/202008311907/202008311907",2020-08-31 21:36:16+00:00,0,0,,,
38,iembot_lwx,"At 3:32 PM EDT, 1 NNE Stanardsville [Greene Co, VA] 911 CALL CENTER reports FLOOD. VA-230 MADISON ROAD IMPASSABLE DUE TO FLOODING NEAR VA-621 SOUTH RIVER ROAD ON BOTH SIDES OF THE INTERSECTION. https://mesonet.agron.iastate.edu/lsr/#LWX/202008311932/202008311932",2020-08-31 21:34:36+00:00,0,0,,,
39,princesabresha,Maybe if you was showing some ASS they’d flood your mentions,2020-08-31 21:33:34+00:00,1,0,,,
40,iembot_lwx,"At 2:52 PM EDT, 2 S Haneytown [Greene Co, VA] 911 CALL CENTER reports FLOOD. VA-810 DYKE ROAD IMPASSABLE DUE TO FLOODING NEAR VA-627 BACON HOLLOW ROAD. https://mesonet.agron.iastate.edu/lsr/#LWX/202008311852/202008311852",2020-08-31 21:33:26+00:00,0,0,,,
41,iembot_lwx,"At 5:32 PM EDT, 2 NE Keswick [Albemarle Co, VA] 911 CALL CENTER reports FLOOD. ROAD CLOSED DUE TO FLOODING IN THE 4700 BLOCK OF LOUISA RD. https://mesonet.agron.iastate.edu/lsr/#LWX/202008312132/202008312132",2020-08-31 21:33:01+00:00,0,0,,,
42,iembot_lwx,"At 5:29 PM EDT, 1 SSW Shadwell [Albemarle Co, VA] 911 CALL CENTER reports FLOOD. FLOODING REPORTED ALONG ROUGHLY A MILE LONG STRETCH OF MILTON RD. CENTERED AROUND THE 2000 BLOCK. https://mesonet.agron.iastate.edu/lsr/#LWX/202008312129/202008312129",2020-08-31 21:32:02+00:00,0,0,,,
43,iembot_lwx,"At 3:00 PM EDT, 3 SW Arrington [Nelson Co, VA] 911 CALL CENTER reports FLOOD. ABOUT ONE TO ONE AND A HALF FEET OF WATER WAS FLOWING OVER VA-662 SOUTH POWELLS ISLAND ROAD NEAR WALKER'S MOUNTAIN ROAD. https://mesonet.agron.iastate.edu/lsr/#LWX/202008311900/202008311900",2020-08-31 21:20:48+00:00,0,0,,,
44,iembot_lwx,"At 4:40 PM EDT, 1 NNW Rockfish [Nelson Co, VA] 911 CALL CENTER reports FLOOD. ABOUT ONE FOOT OF WATER WAS FLOWING OVER VA-617 ROCKFISH RIVER ROAD BETWEEN VA-620 ROCK SPRING ROAD AND VA-714 DRUMHELLER LANE. https://mesonet.agron.iastate.edu/lsr/#LWX/202008312040/202008312040",2020-08-31 21:19:12+00:00,0,0,,,
45,iembot_lwx,"At 4:12 PM EDT, Rockfish [Nelson Co, VA] 911 CALL CENTER reports FLOOD. ABOUT TWO FEET OF WATER WAS FLOWING OVER VA-639 LAUREL ROAD NEAR VA-617 ROCKFISH RIVER ROAD. https://mesonet.agron.iastate.edu/lsr/#LWX/202008312012/202008312012",2020-08-31 21:17:14+00:00,0,0,,,
46,BransonWX,"At 3:46 PM EDT, 3 NNW Salisbury [Rowan Co, NC] EMERGENCY MNGR reports FLASH FLOOD. EMERGENCY MANAGER REPORTED FLASH FLOODING ALONG JUMP AND RUN BRANCH ON THE NORTH SIDE OF SALISBURY. NUMEROUS ROADS FLOODED AND AN APARTMENT BUILDING INUNDATED AT 205 WE... https://mesonet.agron.iastate.edu/lsr/#GSP/202008311946/202008311946",2020-08-31 21:13:36+00:00,0,0,,,
47,iembot_gsp,"At 3:46 PM EDT, 3 NNW Salisbury [Rowan Co, NC] EMERGENCY MNGR reports FLASH FLOOD. EMERGENCY MANAGER REPORTED FLASH FLOODING ALONG JUMP AND RUN BRANCH ON THE NORTH SIDE OF SALISBURY. NUMEROUS ROADS FLOODED AND AN APARTMENT BUILDING INUNDATED AT 205 WE... https://mesonet.agron.iastate.edu/lsr/#GSP/202008311946/202008311946",2020-08-31 21:13:36+00:00,0,0,,,
48,iembot_lwx,"At 4:49 PM EDT, 2 NNE Etlan [Rappahannock Co, VA] DEPT OF HIGHWAYS reports FLOOD. VA-602 HUGHES RIVER ROAD CLOSED IN MULTIPLE LOCATIONS DUE TO FLOODING BETWEEN VA-231 F T VALLEY ROAD AND VA-602 NETHERS ROAD. https://mesonet.agron.iastate.edu/lsr/#LWX/202008312049/202008312049",2020-08-31 21:03:57+00:00,0,0,,,
49,iembot_lwx,"At 4:49 PM EDT, Etlan [Madison Co, VA] DEPT OF HIGHWAYS reports FLOOD. VA-644 EMMETT ROAD CLOSED DUE TO FLOODING FROM VA-643 ETLAN ROAD TO VA-646 CHAMPE PLAIN ROAD. https://mesonet.agron.iastate.edu/lsr/#LWX/202008312049/202008312049",2020-08-31 21:02:01+00:00,1,0,,,
50,iembot_lwx,"At 4:49 PM EDT, Criglersville [Madison Co, VA] DEPT OF HIGHWAYS reports FLOOD. VA-642 LINDSAY LANE CLOSED DUE TO FLOODING BETWEEN VA-670 OLD BLUE RIDGE TURNPIKE AND VA-650 OAK GROVE ROAD. https://mesonet.agron.iastate.edu/lsr/#LWX/202008312049/202008312049",2020-08-31 21:00:33+00:00,0,0,,,
51,iembot_lwx,"At 4:49 PM EDT, 2 ENE Madison [Madison Co, VA] DEPT OF HIGHWAYS reports FLOOD. VA-680 GATE ROAD CLOSED DUE TO FLOODING NEAR US-29 NORTH SEMINOLE TRAIL. https://mesonet.agron.iastate.edu/lsr/#LWX/202008312049/202008312049",2020-08-31 20:57:39+00:00,0,0,,,
52,iembot_lwx,"At 4:32 PM EDT, 2 SSE Ruckersville [Greene Co, VA] DEPT OF HIGHWAYS reports FLOOD. VA-616 CARPENTERS MILL ROAD CLOSED DUE TO FLOODING BETWEEN VA-607 MATTHEW MILL ROAD AND US-29 SEMINOLE TRAIL. https://mesonet.agron.iastate.edu/lsr/#LWX/202008312032/202008312032",2020-08-31 20:56:34+00:00,0,0,,,
53,iembot_lwx,"At 4:34 PM EDT, 2 S Shadwell [Albemarle Co, VA] DEPT OF HIGHWAYS reports FLOOD. VA-729 MILTON ROAD CLOSED DUE TO FLOODING BETWEEN VA-1120 MILTON HILLS DRIVE AND VA-53 THOMAS JEFFERSON PARKWAY. https://mesonet.agron.iastate.edu/lsr/#LWX/202008312034/202008312034",2020-08-31 20:54:12+00:00,0,0,,,
54,iembot_lwx,"At 4:34 PM EDT, 2 NNW Woodridge [Albemarle Co, VA] DEPT OF HIGHWAYS reports FLOOD. VA-620 ROLLING ROAD CLOSED DUE TO FLOODING BETWEEN VA-795 PRESIDENTS ROAD AND VA-728 ED JONES ROAD. https://mesonet.agron.iastate.edu/lsr/#LWX/202008312034/202008312034",2020-08-31 20:52:37+00:00,0,0,,,
55,iembot_lwx,"At 4:34 PM EDT, 2 E Keene [Albemarle Co, VA] DEPT OF HIGHWAYS reports FLOOD. VA-712 GLENDOWER ROAD CLOSED DUE TO FLOODING BETWEEN VA-713 CHURCH HILL FARM ROAD AND VA-795/VA-618 BLENHEIM ROAD/JEFFERSON MILL ROAD. https://mesonet.agron.iastate.edu/lsr/#LWX/202008312034/202008312034",2020-08-31 20:50:00+00:00,0,1,,,
56,iembot_lwx,"At 4:34 PM EDT, 2 E Alberene [Albemarle Co, VA] DEPT OF HIGHWAYS reports FLOOD. VA-712 PLANK ROAD CLOSED DUE TO FLOODING BETWEEN VA-717 SECRETARYS SAND ROAD AND VA-627 FRYS PATH/GREEN MOUNTAIN ROAD. https://mesonet.agron.iastate.edu/lsr/#LWX/202008312034/202008312034",2020-08-31 20:47:46+00:00,0,0,,,
57,iembot_lwx,"At 4:34 PM EDT, Esmont [Albemarle Co, VA] DEPT OF HIGHWAYS reports FLOOD. VA-715 ESMONT ROAD CLOSED DUE TO FLOODING BETWEEN VA-719 ALBERENE ROAD AND VA-607 RED ROW LANE. https://mesonet.agron.iastate.edu/lsr/#LWX/202008312034/202008312034",2020-08-31 20:45:54+00:00,1,0,,,
58,iembot_lwx,"At 3:54 PM EDT, 1 E Rockfish [Nelson Co, VA] DEPT OF HIGHWAYS reports FLOOD. VA-639 LAUREL ROAD CLOSED DUE TO FLOODING NEAR VA-617 ROCKFISH RIVER ROAD. https://mesonet.agron.iastate.edu/lsr/#LWX/202008311954/202008311954",2020-08-31 20:43:02+00:00,0,0,,,
59,iembot_lwx,"At 3:16 PM EDT, 2 ENE Jonesboro [Nelson Co, VA] DEPT OF HIGHWAYS reports FLOOD. VA-672 EAST BRANCH LOOP CLOSED DUE TO FLOODING BETWEEN VA-151 PATRICK HENRY HIGHWAY AND VA-673 SHAEFFERS HOLLOW LANE. https://mesonet.agron.iastate.edu/lsr/#LWX/202008311916/202008311916",2020-08-31 20:41:45+00:00,0,0,,,
60,NWSPaducah,"Flash Flood Warning continues for Marble Hill MO, Greenville MO, Zalma MO until 5:30 PM CDT ",2020-08-31 20:41:21+00:00,0,0,,,
61,iembot_lwx,"At 3:16 PM EDT, 3 WNW Arrington [Nelson Co, VA] DEPT OF HIGHWAYS reports FLOOD. VA-671 STAGE ROAD CLOSED DUE TO FLOODING BETWEEN VA-669 BOWLING DRIVE AND VA-655 COLLEEN ROAD. https://mesonet.agron.iastate.edu/lsr/#LWX/202008311916/202008311916",2020-08-31 20:39:35+00:00,0,0,,,
62,iembot_lwx,"At 3:16 PM EDT, 3 SSW Roseland [Nelson Co, VA] DEPT OF HIGHWAYS reports FLOOD. VA-674 ROSE MILL ROAD CLOSED DUE TO FLOODING BETWEEN THE AMHERST/NELSON COUNTY LINE AND VA-678 WADDELL LANE. https://mesonet.agron.iastate.edu/lsr/#LWX/202008311916/202008311916",2020-08-31 20:38:06+00:00,0,0,,,
63,iembot_lwx,"At 3:16 PM EDT, 4 WSW Roseland [Nelson Co, VA] DEPT OF HIGHWAYS reports FLOOD. VA-778 LOWESVILLE ROAD WAS CLOSED DUE TO FLOODING BETWEEN VA-676 BUFFALO MINES ROAD AND VA-675 FIREHOUSE ROAD. VA-676 BUFFALO MINES ROAD CLOSED DUE TO FLOODING BETWEEN VA-7... https://mesonet.agron.iastate.edu/lsr/#LWX/202008311916/202008311916",2020-08-31 20:34:30+00:00,0,0,,,
64,BryanVacchioJr,Can't wait to see where he ends up! A great athlete and a great guy! I will always have a soft spot for LSU and Leonard Fournette for how they treated us and our state when we had the flood. ,2020-08-31 20:34:26+00:00,0,0,,,
65,MrBlair24,Madden out here tryna flood Twitter with codes so nobody notices the hashtag from yesterday,2020-08-31 20:27:45+00:00,0,0,,,
66,SatOnMeeting,The most resplendent rainbows come after you choose to survive life's darkest storms. Don't flood your heart with self-doubt. ~ Dodinsky #resilience #hanginthere #faith #hope #SelfLove ,2020-08-31 20:27:25+00:00,1,4,,#resilience #hanginthere #faith #hope #SelfLove,
67,BransonWX,"At 8:05 PM EDT, 3 WNW Riverdale [Clayton Co, GA] EMERGENCY MNGR reports FLASH FLOOD. FIRST RESPONDERS REPORTED APARTMENTS OFF SHELDON COURT WERE FLOODED WITH AT LEAST 8 INCHES OF WATER. TIME ESTIMATED. https://mesonet.agron.iastate.edu/lsr/#FFC/202008310005/202008310005",2020-08-31 20:24:12+00:00,0,0,,,
68,The_31,Every year I flood your timeliness just for the 0.00001% chance I can get madden for free.,2020-08-31 20:23:44+00:00,0,0,,,
69,TropicalFunnies,Very fast flash flooding on my driveway would not be surprised if a Flash Flood Warning is Issued ,2020-08-31 20:22:50+00:00,0,1,,,
70,MissRobinAustin,"You don't forget. You just learn 2 ""compartmentalize"" better. But when your guard is down,a smell,a sound, a memory..Triggers a flood of memories. Both good &amp; painful at the same time. But you never don't have to worry about forgetting. He will always be in a corner of your mind.",2020-08-31 20:22:18+00:00,0,2,,,
71,BransonWX,"At 8:05 PM EDT, 1 SW Morrow [Clayton Co, GA] EMERGENCY MNGR reports FLASH FLOOD. PART OF JESTERS CREEK TRAIL WASHED OUT NEAR COMMERCE ROAD, IN THE MORROW COMMUNITY. TWO TO THREE INCHES OF RAIN OCCURRED IN ABOUT 1 TO 2 HOURS. TIME ESTIMATED. https://mesonet.agron.iastate.edu/lsr/#FFC/202008310005/202008310005",2020-08-31 20:21:12+00:00,1,1,,,
72,IsaacAndrewHal1,GUYZ I THINK IM UNDER A FLASH FLOOD WATCH FOR 3 DAYS IT STARTS TODAY AT 7 PM NOOOOOO,2020-08-31 20:16:26+00:00,0,2,,,
73,BransonWX,"At 8:00 PM EDT, 2 NNW Riverdale [Clayton Co, GA] EMERGENCY MNGR reports FLASH FLOOD. PART OF ROAD COLLAPSED DUE TO HEAVY RAIN AT ENTRANCE OF AN APARTMENT COMPLEX OFF GARDEN WALK BLVD. TIME ESTIMATED. RADAR ESTIMATED MORE THAN 3 INCHES OF RAIN OCCURRED... https://mesonet.agron.iastate.edu/lsr/#FFC/202008310000/202008310000",2020-08-31 20:15:58+00:00,0,0,,,
74,MobiusEagle,"and obviously the natural disasters (fires, floods, storms and hurricanes) are bad because of global warming, but guess what? that's not gonna end in January. in fact it's gonna keep getting worse.",2020-08-31 20:09:22+00:00,0,3,,,
75,Nectaronice,"I love thinking about the stories that will pop up in 20 years because a 2020 wine label... ""did this come from a region engulfed by flames, floods or blood?? Oh, definitely blood... nice, full bodied. Did i ever tell you the story of where I was when Joe Biden won?"" ",2020-08-31 19:59:00+00:00,0,1,,,
76,nwsjacksonky,Flash Flood Warning including Owingsville KY until 7:00 PM EDT ,2020-08-31 19:57:19+00:00,1,0,,,
77,coleman_peanut,I know right. I need to find me a spot. We had a inch and 3/10 by 1pm and it’s been pouring since. Some places have already gotten 3 inches. Roads are starting to flood.,2020-08-31 19:56:23+00:00,0,1,,,
78,2KEEMdomCome,DMs bout to flood ,2020-08-31 19:55:22+00:00,0,0,,,
79,iembot_rlx,"At 10:18 AM EDT, Lloyd [Greenup Co, KY] 911 CALL CENTER reports FLASH FLOOD. COAL BRANCH ROAD CLOSED DUE TO FLOODING AND A ROAD BREAK FROM COAL BRANCH EXCEEDING ITS BANKS. ROAD HAS SINCE REOPENED. TIME FROM 911 CENTER POST. https://mesonet.agron.iastate.edu/lsr/#RLX/202008311418/202008311418",2020-08-31 19:53:31+00:00,0,0,,,
80,BransonWX,"At 10:18 AM EDT, Lloyd [Greenup Co, KY] 911 CALL CENTER reports FLASH FLOOD. COAL BRANCH ROAD CLOSED DUE TO FLOODING AND A ROAD BREAK FROM COAL BRANCH EXCEEDING ITS BANKS. ROAD HAS SINCE REOPENED. TIME FROM 911 CENTER POST. https://mesonet.agron.iastate.edu/lsr/#RLX/202008311418/202008311418",2020-08-31 19:53:31+00:00,0,0,,,
81,T_dott8,After this drop I’m bout to flood the scene fr,2020-08-31 19:46:03+00:00,0,0,,,
82,NWSPaducah,"Flash Flood Warning including Marble Hill MO, Greenville MO, Zalma MO until 5:30 PM CDT ",2020-08-31 19:28:00+00:00,1,1,,,
83,brandon_flood,Lol. Will there be if you are?,2020-08-31 19:17:09+00:00,0,0,,,
84,drum_ear,Hey Texas peeps ! Flood me with things to do in Houston !,2020-08-31 18:39:47+00:00,0,8,,,
85,GDemonstrations,I'm a cook at floods now.. come thru ...,2020-08-31 18:32:35+00:00,1,3,,,
86,iosbakerjoe,"@frso_chicago has a flood of new members &amp; we welcome more. Battle lines are being drawn between workers &amp; oppressed folks on our side, &amp; the racists &amp; exploiters on the other! Join us ",2020-08-31 18:22:00+00:00,0,3,@frso_chicago,,
87,TheFWTX,"Probably never occurred to them that they would be vandalized, set on fire, etc. Like the person not wanting flood insurance in the desert.",2020-08-31 18:02:43+00:00,0,0,,,
88,PhyddleDD,"No more building for me. The ""flood"" didn't flood the house behind me, beside me, the City Hall or Police Station. It was a direct tornado/hurricane hit.",2020-08-31 17:41:45+00:00,0,0,,,
89,iembot_rnk,"At 1:24 PM EDT, 1 ENE Stuart [Patrick Co, VA] 911 CALL CENTER reports FLASH FLOOD. THE PATRICK COUNTY 911 CENTER REPORTED THAT COMMERCE STREET IN THE TOWN OF STUART IS CLOSED OFF DUE TO A CREEK OVERFLOWING ITS BANKS SEVERAL INCHES DEEP ACROSS THE ROAD... https://mesonet.agron.iastate.edu/lsr/#RNK/202008311724/202008311724",2020-08-31 17:27:16+00:00,1,0,,,
90,BransonWX,"At 1:24 PM EDT, 1 ENE Stuart [Patrick Co, VA] 911 CALL CENTER reports FLASH FLOOD. THE PATRICK COUNTY 911 CENTER REPORTED THAT COMMERCE STREET IN THE TOWN OF STUART IS CLOSED OFF DUE TO A CREEK OVERFLOWING ITS BANKS SEVERAL INCHES DEEP ACROSS THE ROAD... https://mesonet.agron.iastate.edu/lsr/#RNK/202008311724/202008311724",2020-08-31 17:27:16+00:00,0,0,,,
91,Mackenize613,Ahhhhhhhh if rains for another hour basement going to flood. #ClimateChange fuck my life goddamnit,2020-08-31 17:26:15+00:00,0,0,,#ClimateChange,
92,eacuffe,"We began to flood out a few years ago, but we weren't too far from the Chao Phraya at that point. Need a sump pump?",2020-08-31 17:20:24+00:00,0,0,,,
93,NHadgisava,"I mean, in the grand scheme of things, it’s not important. But, in terms of upsetting trump, I think we should flood twitter with video of Joe a Biden running up those stairs.",2020-08-31 17:13:21+00:00,0,3,,,
94,gzuckier,"The George Flood video might have something to do with racist violence by police, you see, whereas a random black person's violent act having nothing to do with BLM has nothing to do with BLM. Think hard about it",2020-08-31 16:57:07+00:00,0,0,,,
95,iembot_rah,"At 10:50 AM EDT, 3 SE Plyler [Stanly Co, NC] 911 CALL CENTER reports FLASH FLOOD. MULTIPLE FLOODED ROADWAYS WEST OF ALBEMARLE, NC. SOME ROADWAYS INCLUDE, HIGHWAY 73 NEAR HATLEY FARM ROAD, AND CANTON &amp; RUTHERFORD ROAD INTERSECTION. https://mesonet.agron.iastate.edu/lsr/#RAH/202008311450/202008311450",2020-08-31 16:56:12+00:00,0,0,,,
